OBJECTID,STREET_NAME,LENGTH_MILES,STATUS,COMPKEY,CATALYTIC_PROJECTS,NETWORK,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,SHAPE_Length
45221,ROOSEVELT WAY NE,0.02723913,MEETS,12597,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,705,,,143.822585726728
45222,STONE WAY N,0.05610463,MEETS,12973,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,296.23242447173
45223,NE 75TH ST,0.02714322,MEETS,17516,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,647,,,143.316203189914
45225,S JACKSON ST,0.06100216,MEETS,20498,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,322.091397969632
45226,S HOLLY ST,0.07543591,MEETS,20367,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,739,,,398.30161328017
45227,12TH AVE,0.0806673,MEETS,1534,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,425.923346130351
45228,24TH AVE NW,0.10847632,MEETS,3608,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,572.754969821936
45229,46TH AVE S,0.06426969,MEETS,6922,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,293,,,339.343948958126
45230,7TH AVE S,0.05796304,MEETS,8212,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,306.044855639815
45231,FREMONT AVE N,0.09933332,MEETS,10548,0,CITYWIDE,,Neighborhood Greenway,,0,,,524.479925191122
45232,MADRONA DR,0.03568017,MEETS,11601,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,425,,,188.391303629737
45233,NE 75TH ST,0.06293052,MEETS,17520,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,647,,,332.273152022534
45234,NE RAVENNA EB BV,0.05617113,MEETS,18071,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,660,,,296.583567642846
45235,15TH AVE S,0.01182579,MEETS,2154,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,62.4401941797336
45279,W DRAVUS ST,0.14512492,UPGRADE,23222,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",842,,,766.259572443578
45280,ADMIRAL AVALON RP,0.05233069,UPGRADE,339395,0,CITYWIDE,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",793,,,276.306050768508
45304,BEACON ER AVE S,0.03844834,MEETS,167709,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,203.007240641569
45305,DELRIDGE WAY SW,0.01859025,MEETS,270155,0,CITYWIDE,2015-12-31T00:00:00.000Z,Multi-use Trail,,408,,,98.1565436829258
45315,CHIEF SEALTH TRL,0.13616235,MEETS,286933,0,LOCAL,2000-12-31T00:00:00.000Z,Multi-use Trail,,0,,,718.937212651585
45316,BURKE GILMAN TRL,0.24741329,MEETS,287216,0,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1306.34219090779
45317,DISCOVERY PARK BLVD,0.01591844,MEETS,567325,0,LOCAL,,Sharrow,,0,,,84.0493808511992
45319,FUHRMAN AVE E,0.10015346,MEETS,10576,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,528.810261182205
45321,E CHERRY ST,0.04924366,MEETS,13905,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,260.006513858188
45340,SEWARD PARK AVE S,0.11889646,MEETS,12792,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,627.773290353745
45341,THORNDYKE AVE W,0.05538017,MEETS,13154,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,292.407272871054
45342,UNIVERSITY WAY NE,0.13502956,MEETS,13215,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,712.956091783535
45343,UNIVERSITY WAY NE,0.06181694,MEETS,13226,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,326.393421351183
45344,E JEFFERSON ST,0.06214292,MEETS,14219,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,328.11461131557
45345,NE RAVENNA EB BV,0.05184822,MEETS,18064,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,659,,,273.758627946114
45347,12TH AVE,0.08068478,MEETS,1549,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,426.015664248104
45348,18TH AVE S,0.05384216,MEETS,2599,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,284.286579465502
45349,STONE WAY N,0.06076762,MEETS,12955,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,320.853033518676
45350,UNIVERSITY WAY NE,0.10670108,MEETS,13227,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,563.381683940999
45351,12TH AVE,0.08015372,MEETS,1546,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,423.211655831611
45352,15TH AVE S,0.05229901,MEETS,2163,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,276.138789290327
45353,PINEHURST WAY NE,0.16529732,MEETS,12231,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,682,,,872.769854562794
45354,STONE WAY N,0.07697792,MEETS,12956,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,406.443438978887
45355,S SNOQUALMIE ST,0.03680095,MEETS,21252,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,194.309032297457
45356,32ND AVE NW,0.02501854,MEETS,4978,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,132.097917043273
45357,FREMONT AVE N,0.05004431,MEETS,10545,0,CITYWIDE,,Neighborhood Greenway,,0,,,264.233932864189
45358,17TH AVE NW,0.05352982,MEETS,2440,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,282.637424248038
45359,21ST AVE SW,0.12027824,MEETS,3197,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,178,,,635.069113796574
45360,COLLEGE WAY N,0.12567713,MEETS,9700,0,LOCAL,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,663.575256971375
45361,NE 75TH ST,0.04999114,MEETS,17524,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,646,,,263.953193075727
45362,S DEARBORN ST,0.06097464,MEETS,19828,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,722,,,321.946107244245
45363,CALIFORNIA AVE SW,0.05167046,MEETS,9582,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,272.820054759008
45364,8TH AVE NW,0.09450594,MEETS,8420,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,498.991376554113
45367,ALKI TRL,0.2560245,MEETS,287001,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1351.80934036575
45368,NW 65TH ST,0.04907805,MEETS,18621,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,259.132081020171
45371,E YESLER WAY,0.06542132,MEETS,14946,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,345.424595747054
45372,BURKE GILMAN TRL,0.09101569,MEETS,287247,0,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,480.562834808498
45373,BEACON WR AVE S,0.02050686,MEETS,9152,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,108.276232984556
45375,PINEHURST WAY NE,0.02497092,MEETS,12227,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,682,,,131.84646791552
45376,N 34TH ST,0.05794035,MEETS,15296,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,305.925034459161
45377,NE RAVENNA EB BV,0.09654981,MEETS,18060,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,661,,,509.783007056376
45378,S MCCLELLAN ST,0.05450201,MEETS,20816,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,287.770599552093
45379,DENSMORE AVE N,0.17898502,MEETS,10055,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,945.040915302503
45383,LINDEN AVE N,0.06279048,MEETS,11456,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,331.533754194583
45386,23RD AVE S,0.06104662,UPGRADE,3456,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",718,,,322.326166767164
45388,SW THISTLE ST,0.06288973,UPGRADE,22896,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",833,,,332.05778517066
45389,SW ADMIRAL WAY,0.29977415,UPGRADE,351697,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Major Separation",793,,,1582.80749550219
45391,BROADWAY,0.01771573,MEETS,9437,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,93.5390579264852
45392,S JACKSON ST,0.05693839,UPGRADE,20509,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",744,,,300.634691242965
45394,24TH AVE S,0.06821801,MEETS,3635,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,360.191093219535
45404,N 34TH ST,0.03056845,UPGRADE,15292,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",586,,,161.401419537643
45407,S JACKSON ST,0.02842277,UPGRADE,20507,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",744,,,150.072208939061
45408,SHIP CANAL TRL,0.19501585,MEETS,287075,0,CITYWIDE,2010-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1029.68368548587
45412,8TH AVE S,0.04925042,UPGRADE,8457,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",348,,,260.0422105225
45413,CALIFORNIA AVE SW,0.07380394,MEETS,9547,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,389.684822199843
45414,SPRING ST,0.06142836,UPGRADE,12865,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",784,,,324.3417298775
45415,WALLINGFORD AVE N,0.08012078,UPGRADE,13371,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",856,,,423.037714089414
45417,NE 45TH ST,0.09369562,UPGRADE,16869,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",630,,,494.712876946414
45419,CHIEF SEALTH TRL,0.02268296,MEETS,286937,0,LOCAL,2000-12-31T00:00:00.000Z,Multi-use Trail,,0,,,119.766025536215
45420,DUWAMISH RIVER TRL,0.11052312,MEETS,286972,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,583.562092698978
45423,BEACH DR SW,0.06639269,MEETS,9099,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,371,,,350.553423999164
45426,12TH AVE NE,0.14629651,MEETS,1571,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,117,,,772.445566554816
45433,SW ADMIRAL WAY,0.14691615,UPGRADE,21692,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Major Separation",793,,,775.717255670141
45436,WESTERN AVE,0.05793582,UPGRADE,13499,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",861,,,305.901129389366
45440,24TH AVE S,0.01353969,MEETS,3629,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,71.4895775240738
45444,BROADWAY,0.06806732,MEETS,9443,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,359.395433413729
45445,25TH AVE,0.12817366,MEETS,3690,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,676.756913132473
45450,NE 143RD ST,0.06354143,MEETS,16671,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,335.498730543484
45455,WALLINGFORD AVE N,0.07948863,UPGRADE,13362,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",856,,,419.699948180508
45463,S CLOVERDALE ST,0.12644203,UPGRADE,19650,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",716,,,667.613930563398
45468,WALLINGFORD AVE N,0.08068321,UPGRADE,13369,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",856,,,426.00733371989
45473,BROADWAY,0.05177394,MEETS,9438,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,273.366398827868
45474,10TH AVE E,0.12708657,UPGRADE,1301,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",102,,,671.017069919425
45484,2ND AVE,0.05794779,MEETS,2750,0,CITYWIDE,2014-12-31T00:00:00.000Z,"In Street, Major Separation",,215,,,305.964327921227
45485,25TH AVE S,0.08097925,MEETS,3774,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,427.570419255454
45489,LINDEN AVE N,0.06279247,MEETS,11455,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,331.544259782207
45497,SWIFT AVE S,0.08626316,UPGRADE,13045,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",758,,,455.469508296841
45498,ELLIS AVE S,0.06295421,UPGRADE,10229,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",711,,,332.398216568753
45502,18TH AVE S,0.06821175,MEETS,2601,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,360.158063961236
45506,SWIFT AVE S,0.05236896,UPGRADE,13048,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",758,,,276.5081324468
45507,12TH AVE NE,0.1055634,MEETS,1570,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,117,,,557.374739070206
45521,STEWART ST,0.02180481,UPGRADE,12911,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",785,,,115.129380421004
45525,SYLVAN WAY SW,0.40283913,UPGRADE,351095,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",823,,,2126.99061003547
45546,E HIGHLAND DR,0.05945852,MEETS,14142,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,430,,,313.941010002664
45547,S ROYAL BROUGHAM WAY,0.03676927,UPGRADE,21216,0,CITYWIDE,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",768,,,194.141758345447
45548,22ND AVE,0.20106101,MEETS,3231,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,182,,,1061.60211915992
45553,NE 65TH ST,0.16197637,MEETS,17318,0,CITYWIDE,2012-12-31T00:00:00.000Z,"In Street, Major Separation",,872,,,855.235259321187
45560,SW ADMIRAL WAY,0.12476081,UPGRADE,21691,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Major Separation",793,,,658.737083448379
45571,BROADWAY,0.0806956,MEETS,9448,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,426.072781206355
45579,WALLINGFORD AVE N,0.08079001,UPGRADE,13366,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",856,,,426.571241487846
45581,E DENNY WAY,0.04025384,MEETS,13965,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,186,,,212.540290144395
45582,S MASSACHUSETTS ST,0.049235,UPGRADE,20777,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",751,,,259.960783013759
45584,S JACKSON ST,0.08218261,UPGRADE,20500,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",744,,,433.92420366416
45592,BROADWAY,0.01796804,MEETS,9434,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,94.87124550614
45596,STEWART ST,0.09063954,UPGRADE,12912,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",785,,,478.576753275179
45613,W EMERSON ST,0.05001539,UPGRADE,23297,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",846,,,264.081248837505
45620,WALLINGFORD AVE N,0.09022036,UPGRADE,13363,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",856,,,476.363526557604
45625,SW THISTLE ST,0.06314894,UPGRADE,22887,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",833,,,333.426386001376
45629,STEWART ST,0.060964,UPGRADE,12906,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",785,,,321.889919709228
45641,27TH AVE NE,0.04926013,MEETS,4038,0,CITYWIDE,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,203,,,260.093470194039
45651,S SPOKANE ST,0.04996164,UPGRADE,21292,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",771,,,263.797474675054
45652,SW ADMIRAL WAY,0.06792663,UPGRADE,21694,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",792,,,358.652583439694
45665,25TH AVE S,0.11336523,MEETS,3778,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,598.568422790513
45682,SW THISTLE ST,0.06301404,UPGRADE,22897,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",833,,,332.714130307739
45683,W NICKERSON ST,0.08786898,UPGRADE,23611,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",851,,,463.948189161778
45684,WALLINGFORD AVE N,0.09207139,UPGRADE,13367,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",856,,,486.136924843528
45685,E CRESCENT DR,0.08985193,MEETS,13938,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,176,,,474.418196878279
45692,32ND AVE NW,0.02049709,UPGRADE,4990,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",229,,,108.224615386158
45694,4TH AVE,0.04166104,UPGRADE,6119,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",298,,,219.970292190642
45695,4TH AVE,0.05814391,UPGRADE,6122,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",298,,,306.999844549162
45698,FAUNTLEROY WAY SW,0.12499805,UPGRADE,10390,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",477,,,659.989686576095
45700,25TH AVE S,0.09900494,MEETS,3780,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,522.746075852019
45701,27TH AVE NE,0.07283673,MEETS,4042,0,CITYWIDE,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,203,,,384.577959372981
45705,BROADWAY,0.05907047,MEETS,9439,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,311.892104928164
45708,STEWART ST,0.06094525,UPGRADE,12905,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",785,,,321.790934989385
45714,S ALASKA ST,0.02246254,UPGRADE,19307,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",709,,,118.602234633066
45715,S ALBRO PL,0.06957012,UPGRADE,19327,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",711,,,367.33020955245
45716,S JACKSON ST,0.05858452,UPGRADE,20504,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",744,,,309.326279004973
45717,SW THISTLE ST,0.06302924,UPGRADE,22891,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",833,,,332.79436868868
45718,SW THISTLE ST,0.06302899,UPGRADE,22894,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",833,,,332.793063412634
45720,SYLVAN WAY SW,0.0952103,UPGRADE,13059,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",823,,,502.710400780399
45721,WESTERN AVE,0.057902,UPGRADE,13498,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",861,,,305.722559915223
45722,EAST GREEN LAKE DR N,0.03946923,UPGRADE,14058,0,CITYWIDE,1980-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",457,,,208.397534653197
45724,E UNION ST,0.0588318,UPGRADE,14897,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",451,,,310.63192977315
45725,E UNION ST,0.06102962,UPGRADE,14902,0,CITYWIDE,2000-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",452,,,322.236390173089
45727,NE 125TH ST,0.06358174,UPGRADE,16483,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",622,,,335.711574625148
45729,N 34TH ST,0.03464207,UPGRADE,15288,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",585,,,182.910132737075
45732,4TH AVE S,0.05797067,UPGRADE,6228,0,CITYWIDE,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",298,,,306.085146324772
45734,GREENWOOD AVE N,0.12596682,UPGRADE,10752,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",496,,,665.104786026498
45735,E CHERRY ST,0.06042479,UPGRADE,13892,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",420,,,319.042887803014
45736,NE 65TH ST,0.0223327,UPGRADE,17256,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",638,,,117.916649054006
45738,BURKE GILMAN TRL,0.86863266,MEETS,287214,1,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,4586.38044102187
45741,4TH AVE,0.05792902,UPGRADE,6123,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",298,,,305.865204187923
45743,EAST GREEN LAKE WAY N,0.06743208,UPGRADE,14076,0,CITYWIDE,1980-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",458,,,356.041367600477
45744,E UNION ST,0.05851777,UPGRADE,14890,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",449,,,308.973802213975
45745,E YESLER WAY,0.06098125,UPGRADE,14945,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",453,,,321.98102535137
45746,S ALASKA ST,0.11789394,UPGRADE,19292,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",710,,,622.480028659528
45747,S ALASKA ST,0.03877703,UPGRADE,19302,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",710,,,204.742725886984
45749,BURKE GILMAN TRL,0.75909863,MEETS,287234,1,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,4008.0407416153
45751,FAUNTLEROY WAY SW,0.12647196,UPGRADE,10389,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",477,,,667.771946084265
45753,M L KING JR WAY,0.09258482,UPGRADE,11485,0,CITYWIDE,2000-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",541,,,488.84782502607
45755,EAST MARGINAL WAY S,0.08038688,UPGRADE,14415,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",462,,,424.442746284961
45756,E YESLER WAY,0.05808389,UPGRADE,14947,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",453,,,306.682929221121
45758,DISCOVERY PARK BLVD,0.05714813,MEETS,567327,0,LOCAL,,Sharrow,,0,,,301.742135911624
45759,1ST AVE NE,0.16905862,MEETS,1104,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,892.629525745804
45760,10TH AVE E,0.06119299,UPGRADE,1296,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",102,,,323.098963183123
45761,12TH AVE NE,0.04998189,UPGRADE,1583,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",116,,,263.904353196923
45762,BEACON WR AVE S,0.05210089,MEETS,9161,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,275.092682842005
45764,BEACON WR AVE S,0.04931398,MEETS,9146,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,260.377806622255
45766,FREMONT AVE N,0.05978205,MEETS,10537,0,CITYWIDE,,Neighborhood Greenway,,0,,,315.649237366128
45767,FUHRMAN AVE E,0.02049343,MEETS,10575,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,108.205335530513
45768,GOLF DR S,0.12662373,MEETS,10668,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,668.573312454364
45770,RAVENNA AVE NE,0.13041615,MEETS,12474,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,688.597263249767
45771,ROOSEVELT WAY NE,0.05679095,MEETS,12612,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,704,,,299.856222586956
45772,15TH AVE S,0.09089732,MEETS,2168,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,479.937857344254
45774,31ST AVE S,0.05442762,MEETS,4826,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,287.377826902744
45775,31ST AVE S,0.05860892,MEETS,4842,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,309.455111302914
45778,47TH AVE SW,0.08421776,MEETS,7064,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,444.669774929038
45779,5TH AVE NE,0.05040329,MEETS,7312,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,266.129364889295
45780,5TH AVE NE,0.06301325,MEETS,7323,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,,0,,,332.709953263958
