OBJECTID,STREET_NAME,LENGTH_MILES,STATUS,COMPKEY,CATALYTIC_PROJECTS,NETWORK,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,SHAPE_Length
47501,RAINIER AVE S,0.04129009,MEETS,12430,0,LOCAL,2015-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",688,,,218.011653356477
47502,CALIFORNIA AVE SW,0.05588892,MEETS,9570,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,295.093481796673
47503,LAKE WASHINGTON BLVD S,0.35391895,UPGRADE,11221,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,1868.69203024996
47504,E YESLER WAY,0.0358183,UPGRADE,14937,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",455,,,189.120600233549
47505,SW ALASKA ST,0.06174647,UPGRADE,21736,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",795,,,326.021382181616
47506,SPRING ST,0.06046284,,12866,,,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,319.243774747257
47507,LAKE WASHINGTON BLVD S,0.01486258,UPGRADE,11220,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",517,,,78.4744216334654
47508,BLANCHARD ST,0.06103024,UPGRADE,9296,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",378,,,322.239657730533
47509,VALLEY ST,0.06838861,UPGRADE,13267,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",384,,,361.09187423775
47510,DELRIDGE WAY SW,0.12656598,NA,9962,0,CITYWIDE,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",408,,,668.268368974525
47511,S KING ST,0.03040183,UPGRADE,336185,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,160.521658018006
47512,BOYER AVE E,0.137858,NA,9353,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Sharrow,381,,,727.890259419021
47513,BOYER AVE E,0.08056091,NA,9357,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Sharrow,381,,,425.361599504353
47514,BOYER AVE E,0.0445077,NA,9355,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Sharrow,381,,,235.00064797745
47515,MERCER ST,0.06098508,MEETS,11766,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,2016-12-31T00:00:00.000Z,322.001237122981
47516,RAINIER AVE S,0.16645347,MEETS,12432,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,689,,,878.874325470877
47517,RAINIER AVE S,0.17250021,MEETS,12434,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,690,,,910.801107378544
47518,ALKI AVE SW,0.11381598,NA,8803,0,LOCAL,2000-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,364,,,600.948396322131
47519,MARCUS AVE S,0.0696589,NA,613351,0,LOCAL,2007-12-31T00:00:00.000Z,Multi-use Trail,Neighborhood Greenway,396,,,367.799018073739
47520,DELRIDGE WAY SW,0.12500818,NA,9961,0,CITYWIDE,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",408,,,660.043199218405
47521,BELL ST,0.06106125,UPGRADE,9202,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",376,,,322.403397101228
47522,MARION ST,0.12184501,UPGRADE,11673,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,560,,,643.341669339964
47523,S OTHELLO ST,0.06349583,UPGRADE,21050,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",756,,,335.25799208382
47524,LAKE WASHINGTON BLVD,0.02608259,UPGRADE,11172,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,137.716087749647
47525,RENTON AVE S,0.09433657,NA,12522,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",699,,,498.09706840606
47526,RAINIER AVE S,0.05684673,MEETS,12429,0,LOCAL,2015-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",688,,,300.150727805586
47527,S OTHELLO ST,0.06130352,UPGRADE,21051,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",756,,,323.682567047316
47528,S ROXBURY ST,0.04246052,NA,336030,0,LOCAL,,Multi-use Trail,Neighborhood Greenway,396,,,224.191549159122
47529,S MYRTLE PL,0.07540141,UPGRADE,20901,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",756,,,398.11944290696
47530,BELL ST,0.06097777,UPGRADE,9204,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",351,,,321.962650283916
47531,BEACH DR SW,0.05786048,NA,9088,0,LOCAL,2000-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,364,,,305.503333438277
47532,S MYRTLE ST,0.2181314,UPGRADE,20912,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",756,,,1151.73381682846
47533,15TH AVE NE,0.11515595,UPGRADE,2027,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",0,,,608.023399235308
47534,S BARTON ST,0.0341909,NA,613404,0,LOCAL,2000-12-31T00:00:00.000Z,Multi-use Trail,Neighborhood Greenway,,,,180.52794430414
47535,S KENYON WAY,0.05000462,NA,20589,0,LOCAL,,Multi-use Trail,Neighborhood Greenway,749,,,264.024386516356
47536,10TH AVE S,0.05792406,NA,1325,0,CITYWIDE,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",Neighborhood Greenway,750,,,305.839041694935
47537,MARION ST,0.06102387,NA,11668,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",Neighborhood Greenway,560,,,322.206026940565
47538,16TH AVE S,0.3039334,,,,,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,1566.67023655667
47539,DEXTER AVE,0.03888675,MEETS,10070,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,413,,,205.322051813424
47540,CHIEF SEALTH TRL,0.15242679,NA,613149,0,LOCAL,,Multi-use Trail,Multi-use Trail,,,,804.813465084111
47541,BEACH DR SW,0.07502599,NA,9090,0,LOCAL,2000-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,364,,,396.137234816116
47542,BLANCHARD ST,0.06101161,UPGRADE,9292,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,378,,,322.141327139757
47543,SPRING ST,0.0609918,,12867,,,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,322.036702765092
47544,S KING ST,0.03057266,UPGRADE,20600,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,161.423633029055
47545,20TH AVE S,0.05796316,UPGRADE,3037,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,153,,,306.045507437787
47546,S KING ST,0.0609919,UPGRADE,20599,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,322.037211181247
47547,S WELLER ST,0.05498253,NA,21538,0,CITYWIDE,2012-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,290.307761254075
47548,E UNION ST,0.04633465,NA,14885,0,CITYWIDE,2012-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,354,,,244.646960400581
47549,LAKE WASHINGTON BLVD S,0.07974567,UPGRADE,11226,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,421.057146998256
47550,CALIFORNIA AVE SW,0.05490822,MEETS,9568,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,289.915406018317
47551,S MYRTLE PL,0.07541151,UPGRADE,20900,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",756,,,398.172768523119
47552,CALIFORNIA AVE SW,0.0520902,MEETS,9569,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,275.036241394254
47553,S WELLER ST,0.20872736,NA,21537,0,CITYWIDE,2012-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,1102.0804832859
47554,W ROY ST,0.0622255,UPGRADE,23700,0,LOCAL,,Sharow,Neighborhood Greenway,853,,,328.550641177368
47555,MARION ST,0.06098513,UPGRADE,11669,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,560,,,322.001499176499
47556,MERCER ST,0.06097021,MEETS,11762,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,2016-12-31T00:00:00.000Z,321.922693201517
47557,LAKE WASHINGTON BLVD S,0.1405255,UPGRADE,11219,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,741.97465538109
47558,LAKE WASHINGTON BLVD,0.05398518,UPGRADE,11171,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,285.041725363828
47559,BELL ST,0.06099577,UPGRADE,9198,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,376,,,322.057673766681
47560,DELRIDGE WAY SW,0.12500404,NA,9960,0,CITYWIDE,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",408,,,660.021307300238
47561,S KING ST,0.03029995,UPGRADE,269703,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,159.983745572454
47562,BEACH DR SW,0.02381809,MEETS,9091,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",371,,,125.759506084283
47563,VALLEY ST,0.07066019,UPGRADE,13265,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",384,,,373.085783684458
47564,W ROY ST,0.06091199,MEETS,23699,0,LOCAL,,"In Street, Minor Separation","In Street, Minor Separation",854,,,321.615309973762
47565,W ROY ST,0.06095851,MEETS,23698,0,LOCAL,,"In Street, Minor Separation","In Street, Minor Separation",854,,,321.860909825513
47566,16TH AVE S,0.17190569,NA,2314,0,LOCAL,2014-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",146,,,907.662059987367
47567,ROY ST,0.05844136,UPGRADE,9423,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",384,,,308.570404682403
47568,SW ALASKA ST,0.06424595,UPGRADE,21735,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",795,,,339.218619534969
47569,BELL ST,0.06096614,UPGRADE,9200,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,376,,,321.901222458325
47570,E YESLER WAY,0.04865306,UPGRADE,14935,0,CITYWIDE,2007-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",455,,,256.888139816801
47571,YESLER WAY,0.18242017,MEETS,13767,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Major Separation",455,,,963.178478102034
47573,BLANCHARD ST,0.06098219,UPGRADE,9293,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,378,,,321.985980925343
47574,21ST AVE W,0.18996838,NA,3212,0,CITYWIDE,,Sharrow,Neighborhood Greenway,181,,,1003.03302878894
47575,SW SPOKANE ST,0.09753243,MEETS,22811,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,365.552280941919
47576,SW SPOKANE ST,0.09709638,MEETS,22810,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,312.469898032728
47577,W SEA BRIDGE BIKE TRL,0.17661771,,,,,1990-12-31T00:00:00.000Z,Multi-use Trail,,,,,791.061254419623
47578,WEST SEATTLE BRIDGE TRL,,INSVC,286992,,1,,Multi-use Trail,,,,,574.411309374953
47579,SW SPOKANE BR,,MEETS,286993,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,2195.18723045812
47580,WEST SEATTLE BRIDGE TRL,,MEETS,286989,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,2133.3964185401
47581,WEST SEATTLE BRIDGE TRL,,MEETS,286991,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,667.979518460294
47582,S FERDINAND ST,0.05139386,MEETS,19963,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,724,,,271.359577699513
47583,37TH AVE NE,0.12590901,MEETS,5715,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,257,,,664.799588229508
47584,46TH AVE S,0.17329486,MEETS,6935,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,292,,,914.996838848848
47585,RENTON AVE S,0.05399206,MEETS,12507,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,278,,,285.078101576913
47586,SW TRENTON ST,0.05563875,Meets,22913,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,834,,,293.772605540638
47587,46TH AVE S,0.07923977,MEETS,6936,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,292,,,418.386010192427
47588,34TH AVE S,0.09004897,MEETS,5264,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,191,,,475.458583243708
47589,S HORTON ST,0.05038466,MEETS,20406,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,742,,,266.030980159911
47590,RENTON AVE S,0.02887293,MEETS,12503,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,278,,,152.449093333379
47591,N 92ND ST,0.0515239,MEETS,16033,,NA,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,272.046173571024
47592,N 92ND ST,0.12569616,MEETS,16028,,NA,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,663.675736289529
47593,N 92ND ST,0.12593981,MEETS,16029,,NA,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,664.962206998124
47594,N 92ND ST,0.0404677,MEETS,16031,,NA,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,544.108293231893
47595,N 92ND ST,0.12572662,MEETS,16030,,NA,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,663.836551361842
47596,N 92ND ST,0.04536278,MEETS,16032,,NA,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,239.515453640895
47597,N 92ND ST,0.05152851,MEETS,16034,,NA,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,272.070534953269
47598,11TH AV SW,0.12624301,MEETS,1479,,NA,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,666.563083337988
47599,39TH AVE S,0.05570729,MEETS,6020,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,294.134504133965
47600,44TH AVE S,0.06144776,MEETS,6722,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,324.444153061764
47601,30TH AVE S,0.13449242,MEETS,4690,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,710.11998692273
47602,37TH AVE S,0.10799037,MEETS,5737,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,570.189137723137
47603,S LANDER ST,0.04947167,MEETS,20652,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,261.210433801022
47604,S DAWSON ST,0.04245148,MEETS,19801,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,224.143791354523
47605,36TH AVE S,0.06034099,MEETS,5587,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,318.600418538698
47606,46TH AVE S,0.0661824,MEETS,6939,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,349.443059597106
47607,38TH AVE S,0.08847384,MEETS,5903,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,467.141863995273
47608,S SPOKANE ST,0.02313466,MEETS,21300,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,122.151020145188
47609,45TH AVE S,0.09523819,MEETS,6830,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,670.362289561897
47610,44TH AVE S,0.06142719,MEETS,6721,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,324.335559657619
47611,50TH AVE S,0.09121138,MEETS,7455,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,330.275555952159
47612,32ND AVE S,0.09092478,MEETS,5021,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,480.082822528187
47613,S DIRECTOR ST,0.06628975,MEETS,19871,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,350.009892273837
47614,37TH AVE S,0.05571,MEETS,5736,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,294.148797197422
47615,39TH AVE S,0.05567088,MEETS,6019,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,293.942246564791
47616,39TH AVE S,0.05142836,MEETS,6030,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,271.541757601659
47617,S LANDER ST,0.05036707,MEETS,20653,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,265.938120207105
47618,S BAYVIEW ST,0.05018961,MEETS,19479,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,265.001127079106
47619,S BAYVIEW ST,0.0539076,MEETS,19478,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,284.632102321026
47620,37TH AVE S,0.08844679,MEETS,5734,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,466.999057618591
47621,36TH AVE S,0.07308185,MEETS,5586,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,385.8721768242
47622,45TH AVE S,0.1268565,MEETS,6829,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,669.802331411654
47623,S WEBSTER ST,0.05856203,MEETS,21530,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,309.20749559752
47624,S OREGON ST,0.05132981,MEETS,21034,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,271.021375723849
47625,S MEAD ST,0.06670516,MEETS,20833,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,352.203257597847
47626,S MYRTLE ST,0.06340303,MEETS,20918,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,334.76797366223
47627,S MORGAN ST,0.11687778,MEETS,20874,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,617.114656751598
47628,S WEBSTER ST,,MEETS,21529,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,15.4295989719743
47629,NA,,MEETS,,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,338.206217094961
47630,S ANGELINE ST,0.06830502,MEETS,19297,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,360.650522552109
47631,S DIRECTOR ST,0.06750649,MEETS,19872,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,356.434273376335
47632,36TH AVE S,0.12566451,MEETS,5588,,,2017-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,663.50859935636
47633,LAWTON PARK TRL,,MEETS,,,0,2017-12-31T00:00:00.000Z,Multi-use Trail,,,,,546.812545397993
47634,W FORT ST,,MEETS,23316,0,0,2017-12-31T00:00:00.000Z,"In Street, Major Separation",,,,,146.570120625793
47635,39TH AVE S,0.04942182,MEETS,6034,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,262,,,260.947232272091
47636,N 92ND ST,0.12524239,Meets,16039,0,LOCAL,2017-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Minor Separation",611,,,661.279823803889
47637,37TH AVE S,0.08956909,MEETS,5733,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,728,,,472.924816311722
47638,38TH AVE S,0.0729162,MEETS,5901,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,259,,,384.997513669297
47639,34TH AVE S,0.10619788,MEETS,5267,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,239,,,560.724801033072
47640,COURTLAND PL S,0.12705324,MEETS,9844,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,728,,,670.841115779004
47641,SW TRENTON ST,0.05299448,Meets,22917,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,834,,,279.810843681392
47642,RENTON AVE S,0.05271385,MEETS,12508,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,278,,,278.32914107879
47643,RENTON AVE S,0.05562255,MEETS,12506,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,278,,,293.687084596927
47644,46TH AVE S,0.05272646,MEETS,6933,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,293,,,278.395689188234
47645,NE 130TH ST,0.06284945,MEETS,16544,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,196,,,331.845076592092
47646,NE 130TH ST,0.06316721,MEETS,16546,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,196,,,333.52284959088
47647,46TH AVE S,0.07405089,MEETS,6934,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,293,,,390.988676164174
47648,20TH AVE NE,0.12505427,MEETS,3007,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,196,,,660.28655421282
47649,37TH AVE NE,0.12702431,MEETS,5714,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,257,,,670.688357966619
47650,SW TRENTON ST,0.0394675,Meets,22916,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,834,,,208.388403043061
47651,RENTON AVE S,0.05245035,MEETS,12509,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,278,,,276.937842849985
47652,42ND AVE S,0.06131149,MEETS,6567,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,277,,,323.724660638599
47653,25TH AVE NE,0.06289018,MEETS,3749,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,196,,,332.060142717681
47654,RENTON AVE S,0.06073869,MEETS,12504,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,278,,,320.700277778725
47655,37TH AVE NE,0.25846557,MEETS,5712,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,257,,,1364.6981885693
47656,42ND AVE S,0.06150572,MEETS,6566,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,277,,,324.750189419551
47657,S KENYON ST,0.03906726,MEETS,20579,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,292,,,206.275150250957
47658,COURTLAND PL S,0.12232925,MEETS,9845,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,728,,,645.898463428591
47659,46TH AVE S,0.01878889,MEETS,6932,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,293,,,99.205328398833
47660,S HORTON ST,0.02899446,MEETS,20407,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,742,,,153.09076732143
47661,38TH AVE S,0.07125767,MEETS,5902,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,259,,,376.240480557109
47662,46TH AVE S,0.071629,MEETS,6931,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,293,,,378.201137456035
47663,37TH AVE NE,0.04449718,MEETS,5717,0,CITYWIDE,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,257,,,234.945117483939
47664,S ANDOVER ST,0.02301335,MEETS,19347,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,728,,,121.510483845151
47665,S DAKOTA ST,0.02840926,MEETS,19761,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,728,,,150.000873006158
47666,20TH AVE NE,0.12505375,MEETS,3006,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,196,,,660.283802219436
47667,N 92ND ST,0.06546057,Meets,16038,0,LOCAL,2017-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Minor Separation",611,,,345.631821692204
47668,NE 130TH ST,0.06279119,MEETS,16547,0,LOCAL,2017-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,196,,,331.537475931913
