Date,Hour,Total_I90,Ped_I90,Bike_I90,Total_SR520,Ped_EB_SR520,Ped_WB_SR520,Bike_EB_SR520,Bike_WB_SR520,I90 Location,SR520 Location
1/7/2016,16:00,83,11,72,102,78,1,15,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/7/2016,17:00,104,6,98,26,4,2,11,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/7/2016,18:00,76,15,61,15,1,1,6,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/7/2016,19:00,30,3,27,12,0,2,3,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/7/2016,20:00,17,4,13,4,0,0,3,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/7/2016,21:00,10,5,5,2,1,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/7/2016,22:00,4,1,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/7/2016,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,0:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,2:00,2,2,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,4:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,5:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,6:00,46,18,28,6,2,0,3,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,7:00,50,16,34,21,7,1,5,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,8:00,119,21,98,30,18,5,0,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,9:00,179,33,146,13,0,0,9,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,10:00,145,27,118,19,2,3,5,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,11:00,175,19,156,82,17,44,12,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,12:00,146,27,119,20,1,0,4,15,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,13:00,114,28,86,33,14,2,7,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,14:00,109,14,95,190,157,25,5,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,15:00,89,13,76,201,163,26,5,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,16:00,97,12,85,287,251,21,10,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,17:00,39,7,32,68,62,2,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,18:00,36,6,30,14,6,0,7,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,19:00,19,4,15,8,1,0,3,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,20:00,20,5,15,6,0,2,4,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,21:00,21,12,9,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,22:00,7,7,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/7/2016,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,1:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,5:00,6,2,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,6:00,7,2,5,7,0,0,1,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,7:00,32,5,27,2,0,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,8:00,49,13,36,3,1,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,9:00,62,16,46,10,0,0,1,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,10:00,86,17,69,7,1,1,2,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,11:00,99,13,86,24,2,0,12,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,12:00,79,9,70,7,0,0,3,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,13:00,103,22,81,18,7,4,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,14:00,80,13,67,44,33,1,5,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,15:00,120,23,97,12,0,0,6,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,16:00,97,23,74,13,2,0,4,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,17:00,69,15,54,12,1,1,3,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,18:00,23,5,18,4,0,1,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,19:00,20,9,11,5,0,0,2,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,20:00,7,2,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,21:00,1,0,1,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,22:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/7/2016,23:00,3,2,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,4:00,0,0,0,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,5:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,6:00,11,3,8,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,7:00,40,9,31,3,0,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,8:00,63,16,47,7,0,0,2,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,9:00,106,26,80,8,1,0,1,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,10:00,136,27,109,18,1,2,9,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,11:00,100,16,84,4,0,1,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,12:00,127,12,115,16,4,1,2,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,13:00,94,9,85,16,0,1,6,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,14:00,91,12,79,10,2,1,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,15:00,92,27,65,10,0,2,2,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,16:00,54,6,48,10,2,1,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,17:00,21,4,17,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,18:00,12,2,10,3,0,0,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,19:00,25,7,18,5,1,1,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,20:00,11,3,8,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,21:00,8,2,6,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,22:00,2,0,2,3,0,0,3,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/7/2016,23:00,3,1,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,3:00,0,0,0,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,4:00,9,3,6,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,5:00,16,6,10,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,6:00,25,10,15,3,0,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,7:00,33,9,24,11,0,1,4,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,8:00,41,3,38,18,2,3,8,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,9:00,19,3,16,11,0,0,7,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,10:00,15,5,10,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,11:00,23,10,13,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,12:00,28,7,21,2,1,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,13:00,32,7,25,3,0,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,14:00,21,5,16,12,11,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,15:00,26,7,19,15,10,2,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,16:00,52,7,45,16,2,5,2,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,17:00,95,19,76,57,31,8,14,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,18:00,74,20,54,19,1,0,9,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,19:00,58,15,43,7,0,0,2,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,20:00,20,4,16,4,0,0,1,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,21:00,8,3,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,22:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/7/2016,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,0:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,1:00,0,0,0,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,4:00,7,0,7,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,5:00,16,5,11,7,0,0,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,6:00,44,8,36,11,1,1,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,7:00,91,18,73,17,1,1,7,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,8:00,91,9,82,43,11,8,16,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,9:00,50,8,42,31,8,6,11,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,10:00,47,4,43,11,2,0,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,11:00,51,9,42,6,2,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,12:00,53,11,42,8,1,2,1,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,13:00,37,10,27,11,3,2,2,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,14:00,39,4,35,29,15,8,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,15:00,77,17,60,62,52,2,4,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,16:00,106,11,95,201,171,2,21,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,17:00,175,14,161,126,91,0,21,14,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,18:00,170,24,146,26,1,2,14,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,19:00,111,25,86,27,2,2,14,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,20:00,61,17,44,7,0,0,1,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,21:00,17,4,13,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,22:00,7,1,6,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/7/2016,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,0:00,3,1,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,1:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,3:00,0,0,0,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,4:00,5,0,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,5:00,17,6,11,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,6:00,26,9,17,5,0,1,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,7:00,63,14,49,8,1,0,1,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,8:00,63,14,49,17,1,1,8,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,9:00,31,4,27,20,2,1,10,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,10:00,31,1,30,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,11:00,17,4,13,27,24,1,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,12:00,11,1,10,18,14,2,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,13:00,15,6,9,127,125,1,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,14:00,13,3,10,80,76,3,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,15:00,25,9,16,28,25,1,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,16:00,48,10,38,10,0,1,6,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,17:00,75,14,61,13,0,0,5,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,18:00,60,11,49,18,2,1,6,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,19:00,20,4,16,6,0,1,3,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,20:00,17,12,5,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,21:00,4,2,2,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,22:00,3,2,1,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/7/2016,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,0:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,2:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,4:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,5:00,6,3,3,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,6:00,12,4,8,3,0,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,7:00,40,8,32,10,1,0,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,8:00,48,8,40,22,2,1,9,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,9:00,30,7,23,19,1,2,11,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,10:00,28,4,24,3,0,0,3,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,11:00,22,5,17,6,4,1,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,12:00,29,10,19,34,23,6,3,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,13:00,25,2,23,151,142,1,1,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,14:00,30,11,19,165,155,8,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,15:00,44,11,33,256,228,14,6,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,16:00,68,11,57,153,127,8,13,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,17:00,96,14,82,216,183,14,9,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,18:00,71,13,58,20,4,0,5,11,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,19:00,58,18,40,12,1,1,4,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,20:00,20,4,16,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,21:00,6,2,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,22:00,3,2,1,1,0,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/7/2016,23:00,1,0,1,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,4:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,5:00,4,1,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,6:00,14,4,10,5,0,0,1,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,7:00,59,18,41,8,0,0,0,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,8:00,99,17,82,11,1,1,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,9:00,117,18,99,21,1,1,11,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,10:00,137,18,119,11,0,0,7,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,11:00,147,21,126,27,4,4,12,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,12:00,142,21,121,19,0,0,8,11,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,13:00,129,18,111,15,2,1,6,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,14:00,121,17,104,38,21,0,6,11,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,15:00,91,10,81,25,4,0,5,16,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,16:00,63,16,47,24,10,1,10,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,17:00,78,14,64,13,1,0,3,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,18:00,39,9,30,9,0,0,2,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,19:00,30,7,23,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,20:00,19,5,14,3,0,0,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,21:00,9,5,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,22:00,15,14,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/7/2016,23:00,3,0,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,5:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,6:00,16,1,15,7,0,0,3,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,7:00,47,10,37,2,1,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,8:00,84,17,67,2,1,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,9:00,111,11,100,9,0,1,0,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,10:00,108,21,87,6,0,0,2,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,11:00,173,18,155,13,2,1,7,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,12:00,172,19,153,15,6,0,6,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,13:00,169,19,150,27,16,2,4,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,14:00,133,16,117,74,56,2,9,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,15:00,157,24,133,16,4,0,9,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,16:00,117,19,98,26,14,1,6,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,17:00,86,19,67,9,3,1,2,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,18:00,43,10,33,11,1,1,4,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,19:00,29,6,23,7,1,0,0,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,20:00,25,4,21,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,21:00,5,3,2,2,0,1,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,22:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/7/2016,23:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,1:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,4:00,5,0,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,5:00,13,2,11,3,0,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,6:00,33,6,27,7,0,0,3,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,7:00,65,11,54,19,1,0,8,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,8:00,64,16,48,21,2,2,10,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/7/2016,9:00,51,19,32,16,2,0,9,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
